scenario,region,year,iso,Population,GDP|PPP,GDP|PPP [per capita],diff.gdp_per_capita,implied.population,diff.population,diff.population.perc
SSP3,Micronesia (Federated States of),2025,FSM,0.680559999999999,0.353931999999999,3006.97,2486.9100493711067,0.11770386801331541,-0.5628561319866836,-0.8270485070922247
SSP3,Micronesia (Federated States of),2030,FSM,0.7219310000000001,0.376606999999999,3024.43,2502.7638019838473,0.12452164540095126,-0.5974093545990489,-0.8275158631490389
SSP3,Micronesia (Federated States of),2035,FSM,0.762451,0.426425999999999,3248.6,2689.3168460661745,0.13126454472695898,-0.6311864552730411,-0.8278387139278998
SSP3,Micronesia (Federated States of),2040,FSM,0.800322999999999,0.487685,3555.61,2946.249779189152,0.13715930599812687,-0.6631636940018721,-0.8286200621522473
SSP3,Micronesia (Federated States of),2045,FSM,0.833573999999999,0.554030999999999,3911.79,3247.1447495483308,0.14163106915248494,-0.6919429308475141,-0.8300917865090741
SSP3,Micronesia (Federated States of),2050,FSM,0.861480000000001,0.6351019999999991,4385.8,3648.5780099363906,0.1448087008071501,-0.7166712991928509,-0.8319070659711776
SSP3,Micronesia (Federated States of),2055,FSM,0.884977999999999,0.735301,4995.83,4164.960758052742,0.14718295058078437,-0.7377950494192147,-0.8336874469412974
SSP3,Micronesia (Federated States of),2060,FSM,0.9064180000000001,0.854946,5717.75,4774.536162675498,0.14952490052905426,-0.7568930994709457,-0.8350375869311352
SSP3,Micronesia (Federated States of),2065,FSM,0.9277359999999991,0.9977900000000001,6554.5,5478.989294368224,0.15222976580974903,-0.7755062341902501,-0.8359126240549584
SSP3,Micronesia (Federated States of),2070,FSM,0.9488769999999991,1.1662,7531.8,6302.76820768129,0.15483682519450861,-0.7940401748054905,-0.8368209734301614
SSP3,Micronesia (Federated States of),2075,FSM,0.9693169999999991,1.36782,8714.2,7303.08268750058,0.15696449473273505,-0.812352505267264,-0.8380669123385485
SSP3,Micronesia (Federated States of),2080,FSM,0.9879000000000011,1.60953,10157,8527.756149407836,0.15846509796199665,-0.8294349020380045,-0.8395939893086382
SSP3,Micronesia (Federated States of),2085,FSM,1.005531,1.89802,11875.8,9988.220203852492,0.15982249616867916,-0.8457085038313208,-0.8410566196679374
SSP3,Micronesia (Federated States of),2090,FSM,1.022886,2.23956,13863,11673.547802980978,0.16154944817139147,-0.8613365518286085,-0.8420650510698245
SSP3,Micronesia (Federated States of),2095,FSM,1.041301,2.64025,16089.5,13553.969927523358,0.16409770347120792,-0.8772032965287921,-0.842410884584565
SSP3,Micronesia (Federated States of),2100,FSM,1.061207,3.1094,18585.5,15655.440171898603,0.1673024669769444,-0.8939045330230556,-0.8423470001828631
SSP4,French Polynesia,2020,PYF,1.009624,4.61168,15334.3,10766.579739784316,0.30074277925956844,-0.7088812207404316,-0.7021239795611351
SSP4,French Polynesia,2025,PYF,1.051235,5.44542,17565.3,12385.278406350624,0.31001007668528296,-0.741224923314717,-0.7050991674694213
SSP4,French Polynesia,2030,PYF,1.089346,6.31498,19880.9,14083.862144259034,0.3176405494721064,-0.7717054505278935,-0.7084116988797807
SSP4,French Polynesia,2035,PYF,1.121541,7.34581,22761.8,16212.052821787165,0.32272535563971216,-0.7988156443602877,-0.7122482765768597
SSP4,French Polynesia,2040,PYF,1.147202,8.61031,26485.9,18980.412736205133,0.32509033108182084,-0.8221116689181792,-0.7166232877193198
SSP4,French Polynesia,2045,PYF,1.164895,10.0669,30959.3,22317.405236952683,0.32516562066971805,-0.839729379330282,-0.7208627209579249
SSP4,French Polynesia,2050,PYF,1.174181,11.5544,35791.1,25950.7091232953,0.3228288596885818,-0.8513521403114181,-0.725060395553512
SSP4,French Polynesia,2055,PYF,1.174075,13.0229,40979.3,29887.248810765923,0.3177921535995002,-0.8562828464004998,-0.7293255085071224
SSP4,French Polynesia,2060,PYF,1.16652,14.4968,46669.5,34242.10912800466,0.31062685479810154,-0.8558931452018985,-0.7337149343362296
SSP4,French Polynesia,2065,PYF,1.15685,15.9707,52806.8,39001.46655141116,0.30243642864176584,-0.8544135713582341,-0.7385690204937841
SSP4,French Polynesia,2070,PYF,1.145799,17.397,59261.4,44078.10868974402,0.2935637700088084,-0.8522352299911916,-0.7437912146817999
SSP4,French Polynesia,2075,PYF,1.13375,18.7477,65990.1,49454.091179713345,0.28409867540737166,-0.8496513245926284,-0.7494168243374891
SSP4,French Polynesia,2080,PYF,1.121223,20.0276,73077.8,55215.51925834558,0.2740586060335697,-0.8471643939664304,-0.7555717229903689
SSP4,French Polynesia,2085,PYF,1.108951,21.2309,80530.8,61385.770147463685,0.26363701838302855,-0.8453139816169715,-0.7622645018733664
SSP4,French Polynesia,2090,PYF,1.097435,22.3645,88361.9,67983.01651259528,0.253101166905646,-0.844333833094354,-0.7693702434261291
SSP4,French Polynesia,2095,PYF,1.087452,23.4261,96560.8,75018.6077928957,0.24260465944772622,-0.8448473405522738,-0.7769054087465689
SSP4,French Polynesia,2100,PYF,1.079062,24.406,105116,82498.2078805481,0.23218158986262794,-0.846880410137372,-0.7848301674392871
SSP4,Micronesia (Federated States of),2020,FSM,0.6408830000000001,0.337534,3024.8,2498.1297653393835,0.11158886537952921,-0.5292941346204709,-0.8258826254097407
SSP4,Micronesia (Federated States of),2025,FSM,0.671631,0.353931999999999,3070.58,2543.6061110639635,0.11526551986921006,-0.5563654801307899,-0.828379690828431
SSP4,Micronesia (Federated States of),2030,FSM,0.703298,0.375212,3144.16,2610.6564211472232,0.11933616609841738,-0.5839618339015826,-0.8303192016777847
SSP4,Micronesia (Federated States of),2035,FSM,0.732673,0.422585,3437.89,2861.1183706373786,0.12291987236357185,-0.6097531276364282,-0.8322309238042458
SSP4,Micronesia (Federated States of),2040,FSM,0.758154999999999,0.489174,3902.3,3257.0836524193596,0.12535530328267944,-0.6327996967173196,-0.8346574206030699
SSP4,Micronesia (Federated States of),2045,FSM,0.778444999999999,0.572616,4534.2,3798.6104593131167,0.12628820960698692,-0.6521567903930121,-0.8377686161424543
SSP4,Micronesia (Federated States of),2050,FSM,0.7933229999999991,0.682974,5421.63,4560.72718992138,0.12597207850775502,-0.6673509214922441,-0.8412095974681748
SSP4,Micronesia (Federated States of),2055,FSM,0.803921999999999,0.8268800000000001,6618.87,5590.312503128412,0.12492766892233871,-0.6789943310776603,-0.844602251310029
SSP4,Micronesia (Federated States of),2060,FSM,0.8123070000000011,1.00828,8142.98,6901.725154233561,0.12382199145767275,-0.6884850085423284,-0.847567494238419
SSP4,Micronesia (Federated States of),2065,FSM,0.821184999999999,1.23784,10043,8535.617376108914,0.1232540077666036,-0.6979309922333955,-0.8499071369221263
SSP4,Micronesia (Federated States of),2070,FSM,0.830554,1.52393,12405.3,10570.464456495303,0.12284507428276625,-0.7077089257172338,-0.8520926101339994
SSP4,Micronesia (Federated States of),2075,FSM,0.840314999999999,1.88288,15387.4,13146.716446808634,0.12236505192560147,-0.7179499480743976,-0.8543819259139709
SSP4,Micronesia (Federated States of),2080,FSM,0.8496900000000001,2.33111,19147.9,16404.41708270075,0.12174233205730131,-0.7279476679426987,-0.856721472469605
SSP4,Micronesia (Federated States of),2085,FSM,0.8594120000000001,2.88641,23785.3,20426.71296607448,0.12135268422092638,-0.7380593157790737,-0.8587956833033209
SSP4,Micronesia (Federated States of),2090,FSM,0.8696630000000001,3.56824,29363.1,25260.08538399357,0.12152122902554567,-0.7481417709744544,-0.86026629967522406
SSP4,Micronesia (Federated States of),2095,FSM,0.881242,4.39799,35896.1,30905.42774425186,0.12251999520839313,-0.7587220047916068,-0.8609689560774529
SSP4,Micronesia (Federated States of),2100,FSM,0.89446,5.40492,43519.6,37476.9373879212,0.12419507532238348,-0.7702649246776165,-0.8611507777626909
SSP5,French Polynesia,2020,PYF,1.009624,4.61168,15334.3,10766.579739784316,0.30074277925956844,-0.7088812207404316,-0.7021239795611351
SSP5,French Polynesia,2025,PYF,1.024959,5.45366,17714,12393.143263291506,0.30787286891724064,-0.7170861310827593,-0.6996242104150111
SSP5,French Polynesia,2030,PYF,1.032138,6.40678,20418.3,14211.00988956903,0.3137763672783728,-0.7183616327216271,-0.6959937844761331
SSP5,French Polynesia,2035,PYF,1.031487,7.79138,24520.2,16966.658365447165,0.3177535256645541,-0.713733474335446,-0.6919461654247179
SSP5,French Polynesia,2040,PYF,1.024445,9.74105,30459.2,20950.588019854655,0.31980649524609966,-0.7046385047539003,-0.6878246316336165
SSP5,French Polynesia,2045,PYF,1.012974,12.1266,37883.3,25912.015445806115,0.32010410919851223,-0.6928698908014879,-0.6839957301979003
SSP5,French Polynesia,2050,PYF,0.9965859999999991,14.6255,45907.9,31232.29749304123,0.3185835117703053,-0.6780024882296938,-0.6803251181831718
SSP5,French Polynesia,2055,PYF,0.973827,17.2272,54727.1,37036.89424476832,0.3147837177559198,-0.6590432822440802,-0.6767560174898418
SSP5,French Polynesia,2060,PYF,0.9458769999999991,20.0093,64726.1,43571.869587377616,0.3091380447763731,-0.636738955223626,-0.6731731030817185
SSP5,French Polynesia,2065,PYF,0.918562999999999,23.0204,76004.5,50943.181396921034,0.30288206619344904,-0.61568093380655,-0.6702653316174837
SSP5,French Polynesia,2070,PYF,0.892614999999999,26.2255,88489.1,59108.5720008066,0.2963698353808548,-0.5962451646191442,-0.6679757393939659
SSP5,French Polynesia,2075,PYF,0.8683690000000001,29.6167,102202,68095.87691177368,0.2897859141699771,-0.5785830858300229,-0.6662871265902202
SSP5,French Polynesia,2080,PYF,0.8457190000000001,33.2216,117341,78058.92167374742,0.28312013703650046,-0.5625988629634997,-0.6652314338018889
SSP5,French Polynesia,2085,PYF,0.824279999999999,37.0436,134049,89108.44581938171,0.27634372505576316,-0.5479362749442358,-0.6647453231234974
SSP5,French Polynesia,2090,PYF,0.8041050000000001,41.1156,152480,101347.87173316919,0.2696458551941239,-0.5344591448058762,-0.6646633770538377
SSP5,French Polynesia,2095,PYF,0.7856969999999991,45.4822,172721,114833.29010674592,0.26332756294833864,-0.5223694370516605,-0.6648484556408655
SSP5,French Polynesia,2100,PYF,0.7691140000000001,50.1723,194852,129618.10749511776,0.2574892739104551,-0.511624726089545,-0.6652131232685207
SSP5,Micronesia (Federated States of),2020,FSM,0.6408830000000001,0.337534,3024.8,2498.1297653393835,0.11158886537952921,-0.5292941346204709,-0.8258826254097407
SSP5,Micronesia (Federated States of),2025,FSM,0.645786,0.353931999999999,3247.58,2699.5160902837797,0.10898330449134402,-0.536802695508656,-0.8312392890348445
SSP5,Micronesia (Federated States of),2030,FSM,0.645025,0.372419,3530.46,2953.088580287586,0.10548738691275357,-0.5395376130872463,-0.8364600024607517
SSP5,Micronesia (Federated States of),2035,FSM,0.638135,0.429714,4258.29,3584.899573209431,0.10091233805118957,-0.5372226619488104,-0.8418636525951568
SSP5,Micronesia (Federated States of),2040,FSM,0.625865999999998,0.5561,5833.9,4945.371145580681,0.09532216870361167,-0.5305438312963864,-0.8476955631019868
SSP5,Micronesia (Federated States of),2045,FSM,0.611599,0.755547,8457.02,7221.656632826412,0.08933962554185752,-0.5222593744581425,-0.8539245068388642
SSP5,Micronesia (Federated States of),2050,FSM,0.594973,1.00795,12121.8,10427.689510952598,0.08315184213565642,-0.5118211578643436,-0.8602426628844394
SSP5,Micronesia (Federated States of),2055,FSM,0.575747999999999,1.31055,17042.9,14766.64372121136,0.07689712431569745,-0.4988508756843016,-0.8664396153947602
SSP5,Micronesia (Federated States of),2060,FSM,0.554335999999999,1.66682,23551.3,20544.423304277545,0.07077401247489523,-0.4835619875251038,-0.8723265086970802
SSP5,Micronesia (Federated States of),2065,FSM,0.534351,2.09292,31937,28020.24865116749,0.06553276763628393,-0.4688182323637161,-0.8773600729926885
SSP5,Micronesia (Federated States of),2070,FSM,0.515864,2.58498,42389.7,37378.728115937534,0.060981323293158474,-0.4548826767068415,-0.8817879842494175
SSP5,Micronesia (Federated States of),2075,FSM,0.499011999999999,3.14482,55140.6,48838.50706435916,0.057032749008897266,-0.44197925099110175,-0.8857086622989079
SSP5,Micronesia (Federated States of),2080,FSM,0.4833829999999991,3.76785,70337.2,62542.44925369736,0.05356838202259971,-0.4298146179773994,-0.8891802524652298
SSP5,Micronesia (Federated States of),2085,FSM,0.468578999999999,4.45266,88127.6,78625.1254973014,0.050525147626850155,-0.41805385237314885,-0.8921736833557409
SSP5,Micronesia (Federated States of),2090,FSM,0.454075,5.20135,108709,97254.17425535429,0.047846544444342234,-0.4062284555556578,-0.8946285427642081
SSP5,Micronesia (Federated States of),2095,FSM,0.439859,6.02088,132176,118487.79537078927,0.04555199128434814,-0.39430700871565183,-0.8964395606675135
SSP5,Micronesia (Federated States of),2100,FSM,0.425985,6.92413,158657,142402.6013709403,0.04364213365940362,-0.3823428663405964,-0.8975500694639398
