model,scenario,region,variable,unit,year,iso,v20250417_gdp,v3_1,difference,difference_percentage
OECD ENV-Growth 2023,SSP3,Costa Rica,GDP|PPP [per capita],USD_2017/yr,2085,CRI,54524.87880314941,54239.3,285.5788031494085,0.5265163878394604
OECD ENV-Growth 2023,SSP3,Costa Rica,GDP|PPP [per capita],USD_2017/yr,2090,CRI,55598.50830844208,55273.3,325.20830844207376,0.5883641983418282
OECD ENV-Growth 2023,SSP3,Costa Rica,GDP|PPP [per capita],USD_2017/yr,2095,CRI,56459.47412178096,56100.4,359.07412178095547,0.6400562594579636
OECD ENV-Growth 2023,SSP3,Costa Rica,GDP|PPP [per capita],USD_2017/yr,2100,CRI,57119.11614680194,56733.8,385.3161468019389,0.6791650599852977
OECD ENV-Growth 2023,SSP3,Croatia,GDP|PPP [per capita],USD_2017/yr,2025,HRV,35476.19119129642,35415.9,60.29119129641913,0.17023763703991462
OECD ENV-Growth 2023,SSP3,Croatia,GDP|PPP [per capita],USD_2017/yr,2030,HRV,41435.02835345764,41323.1,111.92835345763888,0.2708614635824487
OECD ENV-Growth 2023,SSP3,Croatia,GDP|PPP [per capita],USD_2017/yr,2035,HRV,45377.62702945286,45224.7,152.92702945286146,0.33814935080356856
OECD ENV-Growth 2023,SSP3,Croatia,GDP|PPP [per capita],USD_2017/yr,2040,HRV,47693.2302953483,47519.8,173.4302953482984,0.3649642787812625
OECD ENV-Growth 2023,SSP3,Croatia,GDP|PPP [per capita],USD_2017/yr,2045,HRV,49134.8673030179,48961.1,173.7673030178994,0.35490890322705043
OECD ENV-Growth 2023,SSP3,Croatia,GDP|PPP [per capita],USD_2017/yr,2050,HRV,50144.6006845064,49972,172.60068450639665,0.34539479009524665
OECD ENV-Growth 2023,SSP3,Croatia,GDP|PPP [per capita],USD_2017/yr,2055,HRV,50921.23780904697,50724.6,196.63780904697342,0.3876576829525978
OECD ENV-Growth 2023,SSP3,Croatia,GDP|PPP [per capita],USD_2017/yr,2060,HRV,51497.77469880744,51261.8,235.9746988074403,0.46033244795820727
OECD ENV-Growth 2023,SSP3,Croatia,GDP|PPP [per capita],USD_2017/yr,2065,HRV,51893.93398043138,51634.9,259.03398043137713,0.501664533932238
OECD ENV-Growth 2023,SSP3,Croatia,GDP|PPP [per capita],USD_2017/yr,2070,HRV,52085.5266641301,51826.2,259.32666413010156,0.5003775390248593
OECD ENV-Growth 2023,SSP3,Croatia,GDP|PPP [per capita],USD_2017/yr,2075,HRV,52137.47002526625,51889.9,247.57002526625,0.4771063834508257
OECD ENV-Growth 2023,SSP3,Croatia,GDP|PPP [per capita],USD_2017/yr,2080,HRV,52068.14189211378,51834.1,234.04189211378252,0.45152108768895866
OECD ENV-Growth 2023,SSP3,Croatia,GDP|PPP [per capita],USD_2017/yr,2085,HRV,51935.81871193595,51703.8,232.01871193594707,0.4487459566529869
OECD ENV-Growth 2023,SSP3,Croatia,GDP|PPP [per capita],USD_2017/yr,2090,HRV,51765.66319189177,51520.7,244.96319189177302,0.47546557382134375
OECD ENV-Growth 2023,SSP3,Croatia,GDP|PPP [per capita],USD_2017/yr,2095,HRV,51571.31396253244,51307.3,264.0139625324373,0.5145738764901627
OECD ENV-Growth 2023,SSP3,Croatia,GDP|PPP [per capita],USD_2017/yr,2100,HRV,51356.67066884801,51079.8,276.8706688480088,0.5420355382127744
OECD ENV-Growth 2023,SSP3,Cuba,GDP|PPP [per capita],USD_2017/yr,2025,CUB,7247.949632160678,7224.52,23.42963216067801,0.32430711190055544
OECD ENV-Growth 2023,SSP3,Cuba,GDP|PPP [per capita],USD_2017/yr,2030,CUB,8714.05788075271,8680.64,33.417880752711426,0.3849702412807285
OECD ENV-Growth 2023,SSP3,Cuba,GDP|PPP [per capita],USD_2017/yr,2035,CUB,10613.08388069141,10568.8,44.28388069141147,0.41900575932377826
OECD ENV-Growth 2023,SSP3,Cuba,GDP|PPP [per capita],USD_2017/yr,2040,CUB,13242.152885505056,13180.7,61.45288550505575,0.46623385332384276
OECD ENV-Growth 2023,SSP3,Cuba,GDP|PPP [per capita],USD_2017/yr,2045,CUB,16462.796845000492,16374.3,88.49684500049261,0.5404618518073604
OECD ENV-Growth 2023,SSP3,Cuba,GDP|PPP [per capita],USD_2017/yr,2050,CUB,20099.00144690984,19973.4,125.60144690983725,0.6288435965325745
OECD ENV-Growth 2023,SSP3,Cuba,GDP|PPP [per capita],USD_2017/yr,2055,CUB,23979.627410723555,23809.1,170.5274107235564,0.7162278738950922
OECD ENV-Growth 2023,SSP3,Cuba,GDP|PPP [per capita],USD_2017/yr,2060,CUB,27965.54832595606,27746.4,219.14832595605913,0.7898261610733613
OECD ENV-Growth 2023,SSP3,Cuba,GDP|PPP [per capita],USD_2017/yr,2065,CUB,32038.124534977007,31770.2,267.92453497700626,0.8433202654594754
OECD ENV-Growth 2023,SSP3,Cuba,GDP|PPP [per capita],USD_2017/yr,2070,CUB,36051.4688829674,35734.1,317.36888296739926,0.8881401321633937
OECD ENV-Growth 2023,SSP3,Cuba,GDP|PPP [per capita],USD_2017/yr,2075,CUB,40008.20105234936,39636.5,371.7010523493591,0.9377746580786878
OECD ENV-Growth 2023,SSP3,Cuba,GDP|PPP [per capita],USD_2017/yr,2080,CUB,43836.64267649886,43405.4,431.24267649885587,0.9935231019616358
OECD ENV-Growth 2023,SSP3,Cuba,GDP|PPP [per capita],USD_2017/yr,2085,CUB,47542.13982775976,47049.3,492.8398277597589,1.0474966211181864
OECD ENV-Growth 2023,SSP3,Cuba,GDP|PPP [per capita],USD_2017/yr,2090,CUB,51065.478296166395,50513.8,551.6782961663921,1.092133825145588
OECD ENV-Growth 2023,SSP3,Cuba,GDP|PPP [per capita],USD_2017/yr,2095,CUB,54449.935810244744,53844.4,605.5358102447426,1.1246031346709084
OECD ENV-Growth 2023,SSP3,Cuba,GDP|PPP [per capita],USD_2017/yr,2100,CUB,57624.62006603177,56971.1,653.5200660317714,1.1471080355334045
OECD ENV-Growth 2023,SSP3,Côte d'Ivoire,GDP|PPP [per capita],USD_2017/yr,2025,CIV,6308.497905315144,6280.32,28.177905315144017,0.4486698976348979
OECD ENV-Growth 2023,SSP3,Côte d'Ivoire,GDP|PPP [per capita],USD_2017/yr,2030,CIV,7657.50766746727,7622.3,35.20766746726986,0.4619034604682295
OECD ENV-Growth 2023,SSP3,Côte d'Ivoire,GDP|PPP [per capita],USD_2017/yr,2035,CIV,9132.85102032219,9092.9,39.95102032219074,0.4393650026085269
OECD ENV-Growth 2023,SSP3,Côte d'Ivoire,GDP|PPP [per capita],USD_2017/yr,2040,CIV,10359.798720424926,10312.6,47.19872042492534,0.4576801235859564
OECD ENV-Growth 2023,SSP3,Côte d'Ivoire,GDP|PPP [per capita],USD_2017/yr,2045,CIV,11454.903541561518,11394.9,60.00354156151843,0.52658243215402
OECD ENV-Growth 2023,SSP3,Côte d'Ivoire,GDP|PPP [per capita],USD_2017/yr,2050,CIV,12510.823021548784,12436.4,74.42302154878416,0.5984289790356064
OECD ENV-Growth 2023,SSP3,Côte d'Ivoire,GDP|PPP [per capita],USD_2017/yr,2055,CIV,13554.373721085252,13467,87.37372108525233,0.6487987011602608
OECD ENV-Growth 2023,SSP3,Côte d'Ivoire,GDP|PPP [per capita],USD_2017/yr,2060,CIV,14574.01933431196,14476,98.01933431196085,0.6771161530254273
OECD ENV-Growth 2023,SSP3,Côte d'Ivoire,GDP|PPP [per capita],USD_2017/yr,2065,CIV,15581.68241902222,15475.8,105.88241902222035,0.6841805853152687
OECD ENV-Growth 2023,SSP3,Côte d'Ivoire,GDP|PPP [per capita],USD_2017/yr,2070,CIV,16586.246977995455,16473.9,112.34697799545393,0.6819695275281136
OECD ENV-Growth 2023,SSP3,Côte d'Ivoire,GDP|PPP [per capita],USD_2017/yr,2075,CIV,17626.29742632118,17507.1,119.19742632118141,0.6808519190567337
OECD ENV-Growth 2023,SSP3,Côte d'Ivoire,GDP|PPP [per capita],USD_2017/yr,2080,CIV,18679.69852639975,18553.2,126.49852639974779,0.6818151391660079
OECD ENV-Growth 2023,SSP3,Côte d'Ivoire,GDP|PPP [per capita],USD_2017/yr,2085,CIV,19688.125722252127,19555.3,132.8257222521279,0.6792313196531268
OECD ENV-Growth 2023,SSP3,Côte d'Ivoire,GDP|PPP [per capita],USD_2017/yr,2090,CIV,20622.08537463928,20485.2,136.88537463927787,0.6682159541487409
OECD ENV-Growth 2023,SSP3,Côte d'Ivoire,GDP|PPP [per capita],USD_2017/yr,2095,CIV,21491.77311497919,21353.3,138.47311497919145,0.6484857843012155
OECD ENV-Growth 2023,SSP3,Côte d'Ivoire,GDP|PPP [per capita],USD_2017/yr,2100,CIV,22341.46500095075,22203.1,138.36500095075098,0.6231787495924037
OECD ENV-Growth 2023,SSP3,Democratic Republic of the Congo,GDP|PPP [per capita],USD_2017/yr,2025,COD,1263.7421533449951,1253.79,9.952153344995168,0.7937655703901904
OECD ENV-Growth 2023,SSP3,Democratic Republic of the Congo,GDP|PPP [per capita],USD_2017/yr,2030,COD,1383.996982092426,1375.16,8.836982092425842,0.6426148297235116
OECD ENV-Growth 2023,SSP3,Democratic Republic of the Congo,GDP|PPP [per capita],USD_2017/yr,2035,COD,1536.723876651926,1529.07,7.653876651926112,0.5005576364670101
OECD ENV-Growth 2023,SSP3,Democratic Republic of the Congo,GDP|PPP [per capita],USD_2017/yr,2040,COD,1734.4255219995484,1726.32,8.1055219995485,0.46952604381276364
OECD ENV-Growth 2023,SSP3,Democratic Republic of the Congo,GDP|PPP [per capita],USD_2017/yr,2045,COD,1957.05983290408,1946.29,10.769832904079976,0.5533519107676644
OECD ENV-Growth 2023,SSP3,Democratic Republic of the Congo,GDP|PPP [per capita],USD_2017/yr,2050,COD,2198.3160694448757,2183.79,14.526069444875702,0.665177029150042
OECD ENV-Growth 2023,SSP3,Democratic Republic of the Congo,GDP|PPP [per capita],USD_2017/yr,2055,COD,2450.799083220179,2433.49,17.309083220179218,0.7112863919793885
OECD ENV-Growth 2023,SSP3,Democratic Republic of the Congo,GDP|PPP [per capita],USD_2017/yr,2060,COD,2703.040702884846,2684.13,18.910702884845705,0.7045375181099911
OECD ENV-Growth 2023,SSP3,Democratic Republic of the Congo,GDP|PPP [per capita],USD_2017/yr,2065,COD,2958.434540558619,2937.79,20.644540558619155,0.7027234948249927
OECD ENV-Growth 2023,SSP3,Democratic Republic of the Congo,GDP|PPP [per capita],USD_2017/yr,2070,COD,3213.568212896741,3191.04,22.528212896741024,0.7059834065615292
OECD ENV-Growth 2023,SSP3,Democratic Republic of the Congo,GDP|PPP [per capita],USD_2017/yr,2075,COD,3469.8229131118696,3445.03,24.79291311186944,0.7196719074106593
OECD ENV-Growth 2023,SSP3,Democratic Republic of the Congo,GDP|PPP [per capita],USD_2017/yr,2080,COD,3725.8055529775306,3698.64,27.16555297753075,0.7344741033874818
OECD ENV-Growth 2023,SSP3,Democratic Republic of the Congo,GDP|PPP [per capita],USD_2017/yr,2085,COD,3980.420977814272,3951.16,29.260977814272337,0.7405667655643491
OECD ENV-Growth 2023,SSP3,Democratic Republic of the Congo,GDP|PPP [per capita],USD_2017/yr,2090,COD,4243.031834774852,4211.96,31.071834774851595,0.7377048873885695
OECD ENV-Growth 2023,SSP3,Democratic Republic of the Congo,GDP|PPP [per capita],USD_2017/yr,2095,COD,4510.279990485744,4477.64,32.63999048574351,0.7289552193955635
OECD ENV-Growth 2023,SSP3,Democratic Republic of the Congo,GDP|PPP [per capita],USD_2017/yr,2100,COD,4780.47997851684,4746.45,34.02997851683995,0.716956430950288
OECD ENV-Growth 2023,SSP3,Djibouti,GDP|PPP [per capita],USD_2017/yr,2025,DJI,5692.758791892925,5674.17,18.588791892924746,0.3276037181283738
OECD ENV-Growth 2023,SSP3,Djibouti,GDP|PPP [per capita],USD_2017/yr,2030,DJI,7009.262071799736,6992.69,16.572071799736477,0.23699136955501357
OECD ENV-Growth 2023,SSP3,Djibouti,GDP|PPP [per capita],USD_2017/yr,2035,DJI,8788.236210824165,8773.37,14.866210824164227,0.16944698358970642
OECD ENV-Growth 2023,SSP3,Djibouti,GDP|PPP [per capita],USD_2017/yr,2040,DJI,10212.261647091447,10198.9,13.361647091447594,0.13101066871375927
OECD ENV-Growth 2023,SSP3,Djibouti,GDP|PPP [per capita],USD_2017/yr,2045,DJI,11485.322075078157,11470.8,14.522075078157286,0.12660036857200271
OECD ENV-Growth 2023,SSP3,Djibouti,GDP|PPP [per capita],USD_2017/yr,2050,DJI,12771.491836548836,12751.2,20.291836548834908,0.1591366816365119
OECD ENV-Growth 2023,SSP3,Djibouti,GDP|PPP [per capita],USD_2017/yr,2055,DJI,14097.029031163667,14066,31.02903116366724,0.22059598438552
OECD ENV-Growth 2023,SSP3,Djibouti,GDP|PPP [per capita],USD_2017/yr,2060,DJI,15424.209334329516,15381.1,43.10933432951606,0.2802747159144408
OECD ENV-Growth 2023,SSP3,Djibouti,GDP|PPP [per capita],USD_2017/yr,2065,DJI,16692.151607655258,16641.6,50.55160765525943,0.3037665107637453
OECD ENV-Growth 2023,SSP3,Djibouti,GDP|PPP [per capita],USD_2017/yr,2070,DJI,17831.306719581666,17778,53.306719581665675,0.29984654956499984
OECD ENV-Growth 2023,SSP3,Djibouti,GDP|PPP [per capita],USD_2017/yr,2075,DJI,18886.57256691615,18830.1,56.47256691615257,0.2999058258647197
OECD ENV-Growth 2023,SSP3,Djibouti,GDP|PPP [per capita],USD_2017/yr,2080,DJI,19899.620080466735,19837,62.62008046673509,0.31567313841173106
OECD ENV-Growth 2023,SSP3,Djibouti,GDP|PPP [per capita],USD_2017/yr,2085,DJI,20890.078943723744,20818.8,71.2789437237443,0.3423777726081441
OECD ENV-Growth 2023,SSP3,Djibouti,GDP|PPP [per capita],USD_2017/yr,2090,DJI,21873.254233492844,21793.7,79.5542334928432,0.3650331678092439
OECD ENV-Growth 2023,SSP3,Djibouti,GDP|PPP [per capita],USD_2017/yr,2095,DJI,22821.8000315702,22738,83.8000315702011,0.36854618510951315
OECD ENV-Growth 2023,SSP3,Djibouti,GDP|PPP [per capita],USD_2017/yr,2100,DJI,23711.71162927947,23629.2,82.51162927947007,0.3491934948261899
OECD ENV-Growth 2023,SSP3,Dominican Republic,GDP|PPP [per capita],USD_2017/yr,2025,DOM,21428.022268008855,21270,158.02226800885546,0.7429349694821601
OECD ENV-Growth 2023,SSP3,Dominican Republic,GDP|PPP [per capita],USD_2017/yr,2030,DOM,25824.338271988676,25617.6,206.7382719886773,0.8070165510769054
OECD ENV-Growth 2023,SSP3,Dominican Republic,GDP|PPP [per capita],USD_2017/yr,2035,DOM,29720.58911734808,29475.9,244.6891173480799,0.8301328113749873
OECD ENV-Growth 2023,SSP3,Dominican Republic,GDP|PPP [per capita],USD_2017/yr,2040,DOM,32660.152865294127,32353.1,307.0528652941284,0.9490678336670317
OECD ENV-Growth 2023,SSP3,Dominican Republic,GDP|PPP [per capita],USD_2017/yr,2045,DOM,34997.94333889641,34629.1,368.8433388964113,1.0651253971267267
OECD ENV-Growth 2023,SSP3,Dominican Republic,GDP|PPP [per capita],USD_2017/yr,2050,DOM,37045.500595436606,36590.5,455.0005954366061,1.2434937905647807
OECD ENV-Growth 2023,SSP3,Dominican Republic,GDP|PPP [per capita],USD_2017/yr,2055,DOM,38877.84515915934,38332.3,545.5451591593373,1.4231996492757735
OECD ENV-Growth 2023,SSP3,Dominican Republic,GDP|PPP [per capita],USD_2017/yr,2060,DOM,40458.7807330594,39827.6,631.180733059402,1.5847822441206652
OECD ENV-Growth 2023,SSP3,Dominican Republic,GDP|PPP [per capita],USD_2017/yr,2065,DOM,41943.59814506825,41222.9,720.6981450682506,1.7482955955749124
OECD ENV-Growth 2023,SSP3,Dominican Republic,GDP|PPP [per capita],USD_2017/yr,2070,DOM,43325.56183919413,42485.1,840.4618391941331,1.9782508201560856
OECD ENV-Growth 2023,SSP3,Dominican Republic,GDP|PPP [per capita],USD_2017/yr,2075,DOM,44586.48851836921,43629.4,957.088518369208,2.193677929032276
OECD ENV-Growth 2023,SSP3,Dominican Republic,GDP|PPP [per capita],USD_2017/yr,2080,DOM,45679.1830337452,44614.3,1064.8830337451946,2.3868648252806715
OECD ENV-Growth 2023,SSP3,Dominican Republic,GDP|PPP [per capita],USD_2017/yr,2085,DOM,46595.27729704297,45424.3,1170.9772970429694,2.577865365108476
OECD ENV-Growth 2023,SSP3,Dominican Republic,GDP|PPP [per capita],USD_2017/yr,2090,DOM,47405.71871700204,46108.5,1297.2187170020406,2.813404723645403
OECD ENV-Growth 2023,SSP3,Dominican Republic,GDP|PPP [per capita],USD_2017/yr,2095,DOM,48129.16235148795,46707.2,1421.9623514879495,3.044417887366294
OECD ENV-Growth 2023,SSP3,Dominican Republic,GDP|PPP [per capita],USD_2017/yr,2100,DOM,48824.25562034069,47276,1548.255620340693,3.2749293940703383
OECD ENV-Growth 2023,SSP3,Ecuador,GDP|PPP [per capita],USD_2017/yr,2025,ECU,11174.984058313066,11118.1,56.88405831306591,0.5116347065871498
OECD ENV-Growth 2023,SSP3,Ecuador,GDP|PPP [per capita],USD_2017/yr,2030,ECU,12066.311451827223,11998.5,67.81145182722321,0.5651660776532335
OECD ENV-Growth 2023,SSP3,Ecuador,GDP|PPP [per capita],USD_2017/yr,2035,ECU,13026.683671806795,12946.9,79.78367180679561,0.6162376461299277
OECD ENV-Growth 2023,SSP3,Ecuador,GDP|PPP [per capita],USD_2017/yr,2040,ECU,13929.290065257266,13830.7,98.59006525726545,0.7128349632141934
OECD ENV-Growth 2023,SSP3,Ecuador,GDP|PPP [per capita],USD_2017/yr,2045,ECU,14746.669095981972,14620.8,125.86909598197235,0.8608906214569131
OECD ENV-Growth 2023,SSP3,Ecuador,GDP|PPP [per capita],USD_2017/yr,2050,ECU,15551.956058382912,15392.9,159.05605838291194,1.033307943161535
OECD ENV-Growth 2023,SSP3,Ecuador,GDP|PPP [per capita],USD_2017/yr,2055,ECU,16371.2355788836,16176.2,195.03557888359865,1.2056946556273949
OECD ENV-Growth 2023,SSP3,Ecuador,GDP|PPP [per capita],USD_2017/yr,2060,ECU,17202.671449673104,16966.8,235.8714496731045,1.3901940829921053
OECD ENV-Growth 2023,SSP3,Ecuador,GDP|PPP [per capita],USD_2017/yr,2065,ECU,18065.350525089456,17786.1,279.25052508945737,1.570049224335056
OECD ENV-Growth 2023,SSP3,Ecuador,GDP|PPP [per capita],USD_2017/yr,2070,ECU,18920.89800910124,18593,327.89800910124177,1.7635562260057105
OECD ENV-Growth 2023,SSP3,Ecuador,GDP|PPP [per capita],USD_2017/yr,2075,ECU,19771.66521918171,19388.5,383.1652191817084,1.9762499377554137
OECD ENV-Growth 2023,SSP3,Ecuador,GDP|PPP [per capita],USD_2017/yr,2080,ECU,20593.365268431084,20150.2,443.16526843108295,2.1993095276031154
OECD ENV-Growth 2023,SSP3,Ecuador,GDP|PPP [per capita],USD_2017/yr,2085,ECU,21393.598350224256,20886.2,507.3983502242554,2.4293473691923633
OECD ENV-Growth 2023,SSP3,Ecuador,GDP|PPP [per capita],USD_2017/yr,2090,ECU,22181.23556223747,21607.5,573.7355622374707,2.6552611928148595
OECD ENV-Growth 2023,SSP3,Ecuador,GDP|PPP [per capita],USD_2017/yr,2095,ECU,22968.319701689717,22329.5,638.8197016897175,2.8608777701682415
OECD ENV-Growth 2023,SSP3,Ecuador,GDP|PPP [per capita],USD_2017/yr,2100,ECU,23766.103890695293,23052.1,714.0038906952941,3.0973485742960256
OECD ENV-Growth 2023,SSP3,Egypt,GDP|PPP [per capita],USD_2017/yr,2025,EGY,13866.22903903606,13801.5,64.72903903605948,0.4690000292436291
OECD ENV-Growth 2023,SSP3,Egypt,GDP|PPP [per capita],USD_2017/yr,2030,EGY,16844.103952793583,16769.1,75.00395279358418,0.4472747660493657
OECD ENV-Growth 2023,SSP3,Egypt,GDP|PPP [per capita],USD_2017/yr,2035,EGY,19802.53381235775,19720.5,82.03381235774941,0.415982416053089
OECD ENV-Growth 2023,SSP3,Egypt,GDP|PPP [per capita],USD_2017/yr,2040,EGY,22265.86985589553,22175,90.86985589552933,0.4097851449629282
OECD ENV-Growth 2023,SSP3,Egypt,GDP|PPP [per capita],USD_2017/yr,2045,EGY,24303.46711492536,24184.6,118.86711492536051,0.49149919752801585
OECD ENV-Growth 2023,SSP3,Egypt,GDP|PPP [per capita],USD_2017/yr,2050,EGY,26258.61891463812,26102.3,156.31891463811917,0.5988702705819762
OECD ENV-Growth 2023,SSP3,Egypt,GDP|PPP [per capita],USD_2017/yr,2055,EGY,28247.03564238906,28064.3,182.73564238905965,0.651132016081141
OECD ENV-Growth 2023,SSP3,Egypt,GDP|PPP [per capita],USD_2017/yr,2060,EGY,30160.38838660665,29958.3,202.0883866066506,0.6745656015416449
OECD ENV-Growth 2023,SSP3,Egypt,GDP|PPP [per capita],USD_2017/yr,2065,EGY,32011.31185075226,31791.7,219.61185075225876,0.6907836031173507
OECD ENV-Growth 2023,SSP3,Egypt,GDP|PPP [per capita],USD_2017/yr,2070,EGY,33701.991082142435,33461,240.9910821424346,0.7202148236527139
OECD ENV-Growth 2023,SSP3,Egypt,GDP|PPP [per capita],USD_2017/yr,2075,EGY,35264.55009068191,34999.2,265.35009068190993,0.7581604456156424
OECD ENV-Growth 2023,SSP3,Egypt,GDP|PPP [per capita],USD_2017/yr,2080,EGY,36640.15317491941,36353.3,286.85317491940805,0.7890705243249115
OECD ENV-Growth 2023,SSP3,Egypt,GDP|PPP [per capita],USD_2017/yr,2085,EGY,37851.14782942431,37546.8,304.3478294243105,0.8105826047074863
OECD ENV-Growth 2023,SSP3,Egypt,GDP|PPP [per capita],USD_2017/yr,2090,EGY,38924.87441363311,38606.9,317.97441363310645,0.8236206834351022
OECD ENV-Growth 2023,SSP3,Egypt,GDP|PPP [per capita],USD_2017/yr,2095,EGY,39945.085714721674,39614.9,330.1857147216724,0.8334886992562707
OECD ENV-Growth 2023,SSP3,Egypt,GDP|PPP [per capita],USD_2017/yr,2100,EGY,40894.652295209424,40554.4,340.2522952094223,0.8390021679754164
OECD ENV-Growth 2023,SSP3,El Salvador,GDP|PPP [per capita],USD_2017/yr,2025,SLV,9934.123255915398,9773.57,160.55325591539804,1.6427288689332358
OECD ENV-Growth 2023,SSP3,El Salvador,GDP|PPP [per capita],USD_2017/yr,2030,SLV,10730.078113294168,10548.3,181.7781132941691,1.7232929789081568
OECD ENV-Growth 2023,SSP3,El Salvador,GDP|PPP [per capita],USD_2017/yr,2035,SLV,11847.449547586337,11643.4,204.0495475863372,1.752491090114032
OECD ENV-Growth 2023,SSP3,El Salvador,GDP|PPP [per capita],USD_2017/yr,2040,SLV,13012.35284652047,12784.8,227.55284652047158,1.7798702093147454
OECD ENV-Growth 2023,SSP3,El Salvador,GDP|PPP [per capita],USD_2017/yr,2045,SLV,14163.456310353718,13908,255.45631035371844,1.8367580554624563
OECD ENV-Growth 2023,SSP3,El Salvador,GDP|PPP [per capita],USD_2017/yr,2050,SLV,15362.005165437551,15073.7,288.3051654375504,1.9126370130595034
OECD ENV-Growth 2023,SSP3,El Salvador,GDP|PPP [per capita],USD_2017/yr,2055,SLV,16627.887006729045,16303.8,324.08700672904524,1.9878004313659714
OECD ENV-Growth 2023,SSP3,El Salvador,GDP|PPP [per capita],USD_2017/yr,2060,SLV,17916.110602231027,17557.5,358.61060223102686,2.042492394879834
OECD ENV-Growth 2023,SSP3,El Salvador,GDP|PPP [per capita],USD_2017/yr,2065,SLV,19257.013612954215,18866.5,390.5136129542152,2.0698784244783885
OECD ENV-Growth 2023,SSP3,El Salvador,GDP|PPP [per capita],USD_2017/yr,2070,SLV,20637.276293825613,20215.8,421.47629382561354,2.084885554000403
OECD ENV-Growth 2023,SSP3,El Salvador,GDP|PPP [per capita],USD_2017/yr,2075,SLV,22061.09635239843,21606.8,454.296352398429,2.1025619360498964
OECD ENV-Growth 2023,SSP3,El Salvador,GDP|PPP [per capita],USD_2017/yr,2080,SLV,23453.17194560604,22965.5,487.6719456060382,2.1234980540638704
OECD ENV-Growth 2023,SSP3,El Salvador,GDP|PPP [per capita],USD_2017/yr,2085,SLV,24813.626461531396,24292.9,520.7264615313943,2.1435335490262353
OECD ENV-Growth 2023,SSP3,El Salvador,GDP|PPP [per capita],USD_2017/yr,2090,SLV,26166.214762120897,25612.9,553.3147621208955,2.160297202272665
OECD ENV-Growth 2023,SSP3,El Salvador,GDP|PPP [per capita],USD_2017/yr,2095,SLV,27520.03518142656,26934.5,585.5351814265596,2.1739225952832224
OECD ENV-Growth 2023,SSP3,El Salvador,GDP|PPP [per capita],USD_2017/yr,2100,SLV,28890.254049472383,28271.6,618.6540494723849,2.188252696955195
OECD ENV-Growth 2023,SSP3,Eritrea,GDP|PPP [per capita],USD_2017/yr,2025,ERI,1825.7016822740136,1797.64,28.061682274013492,1.5610290310636996
OECD ENV-Growth 2023,SSP3,Eritrea,GDP|PPP [per capita],USD_2017/yr,2030,ERI,1954.95821624759,1924.96,29.99821624758988,1.5583812779273274
OECD ENV-Growth 2023,SSP3,Eritrea,GDP|PPP [per capita],USD_2017/yr,2035,ERI,2208.550524336413,2175.39,33.160524336413346,1.524348477119659
OECD ENV-Growth 2023,SSP3,Eritrea,GDP|PPP [per capita],USD_2017/yr,2040,ERI,2554.4289646023954,2517.01,37.418964602395135,1.48664346198049
OECD ENV-Growth 2023,SSP3,Eritrea,GDP|PPP [per capita],USD_2017/yr,2045,ERI,2975.388188210973,2931.35,44.0381882109732,1.502317642416402
OECD ENV-Growth 2023,SSP3,Eritrea,GDP|PPP [per capita],USD_2017/yr,2050,ERI,3447.594705860761,3394.23,53.364705860761205,1.5722183193466914
OECD ENV-Growth 2023,SSP3,Eritrea,GDP|PPP [per capita],USD_2017/yr,2055,ERI,3940.907590473685,3877.19,63.71759047368505,1.6433961315717065
OECD ENV-Growth 2023,SSP3,Eritrea,GDP|PPP [per capita],USD_2017/yr,2060,ERI,4414.954165563809,4342.07,72.88416556380889,1.6785580509712856
OECD ENV-Growth 2023,SSP3,Eritrea,GDP|PPP [per capita],USD_2017/yr,2065,ERI,4865.541189379927,4785.5,80.04118937992735,1.6725773561786093
OECD ENV-Growth 2023,SSP3,Eritrea,GDP|PPP [per capita],USD_2017/yr,2070,ERI,5308.416162538408,5221.04,87.3761625384077,1.6735394200850346
OECD ENV-Growth 2023,SSP3,Eritrea,GDP|PPP [per capita],USD_2017/yr,2075,ERI,5758.764505977625,5663.92,94.84450597762498,1.6745382346082744
OECD ENV-Growth 2023,SSP3,Eritrea,GDP|PPP [per capita],USD_2017/yr,2080,ERI,6187.925555210788,6085.09,102.83555521078779,1.6899594781800729
OECD ENV-Growth 2023,SSP3,Eritrea,GDP|PPP [per capita],USD_2017/yr,2085,ERI,6568.371721191494,6458.09,110.28172119149349,1.7076522809606784
OECD ENV-Growth 2023,SSP3,Eritrea,GDP|PPP [per capita],USD_2017/yr,2090,ERI,6895.980845370141,6779.62,116.36084537014085,1.7163328530233384
OECD ENV-Growth 2023,SSP3,Eritrea,GDP|PPP [per capita],USD_2017/yr,2095,ERI,7191.372013202197,7070.15,121.22201320219756,1.7145606981775148
OECD ENV-Growth 2023,SSP3,Eritrea,GDP|PPP [per capita],USD_2017/yr,2100,ERI,7477.531968950622,7351.98,125.55196895062272,1.7077300121956633
OECD ENV-Growth 2023,SSP3,Eswatini,GDP|PPP [per capita],USD_2017/yr,2025,SWZ,9748.53445810695,9673.77,74.76445810694895,0.7728575116727909
OECD ENV-Growth 2023,SSP3,Eswatini,GDP|PPP [per capita],USD_2017/yr,2030,SWZ,10745.190151756471,10653.3,91.89015175647182,0.8625510570102394
