model,scenario,region,variable,unit,year,value,iso
IIASA-WiC POP 2023,SSP4,Argentina,Population,million,2030,47.446219,ARG
IIASA-WiC POP 2023,SSP4,Argentina,Population,million,2035,48.904204,ARG
IIASA-WiC POP 2023,SSP4,Argentina,Population,million,2040,50.36323,ARG
IIASA-WiC POP 2023,SSP4,Argentina,Population,million,2045,51.641968999999996,ARG
IIASA-WiC POP 2023,SSP4,Argentina,Population,million,2050,52.7936319999999,ARG
IIASA-WiC POP 2023,SSP4,Argentina,Population,million,2055,53.8406779999999,ARG
IIASA-WiC POP 2023,SSP4,Argentina,Population,million,2060,54.745888,ARG
IIASA-WiC POP 2023,SSP4,Argentina,Population,million,2065,55.546662,ARG
IIASA-WiC POP 2023,SSP4,Argentina,Population,million,2070,56.289227,ARG
IIASA-WiC POP 2023,SSP4,Argentina,Population,million,2075,56.97832,ARG
IIASA-WiC POP 2023,SSP4,Argentina,Population,million,2080,57.599301,ARG
IIASA-WiC POP 2023,SSP4,Argentina,Population,million,2085,58.166714,ARG
IIASA-WiC POP 2023,SSP4,Argentina,Population,million,2090,58.710622,ARG
IIASA-WiC POP 2023,SSP4,Argentina,Population,million,2095,59.263549,ARG
IIASA-WiC POP 2023,SSP4,Argentina,Population,million,2100,59.870968999999995,ARG
IIASA-WiC POP 2023,SSP4,Armenia,Population,million,2020,2.812494,ARM
IIASA-WiC POP 2023,SSP4,Armenia,Population,million,2025,2.762656,ARM
IIASA-WiC POP 2023,SSP4,Armenia,Population,million,2030,2.706053,ARM
IIASA-WiC POP 2023,SSP4,Armenia,Population,million,2035,2.636049,ARM
IIASA-WiC POP 2023,SSP4,Armenia,Population,million,2040,2.5598009999999998,ARM
IIASA-WiC POP 2023,SSP4,Armenia,Population,million,2045,2.484673,ARM
IIASA-WiC POP 2023,SSP4,Armenia,Population,million,2050,2.40938,ARM
IIASA-WiC POP 2023,SSP4,Armenia,Population,million,2055,2.3332539999999997,ARM
IIASA-WiC POP 2023,SSP4,Armenia,Population,million,2060,2.256502,ARM
IIASA-WiC POP 2023,SSP4,Armenia,Population,million,2065,2.184116,ARM
IIASA-WiC POP 2023,SSP4,Armenia,Population,million,2070,2.1143539999999996,ARM
IIASA-WiC POP 2023,SSP4,Armenia,Population,million,2075,2.045321,ARM
IIASA-WiC POP 2023,SSP4,Armenia,Population,million,2080,1.9759120000000001,ARM
IIASA-WiC POP 2023,SSP4,Armenia,Population,million,2085,1.9075360000000001,ARM
IIASA-WiC POP 2023,SSP4,Armenia,Population,million,2090,1.8438350000000001,ARM
IIASA-WiC POP 2023,SSP4,Armenia,Population,million,2095,1.786342,ARM
IIASA-WiC POP 2023,SSP4,Armenia,Population,million,2100,1.732446,ARM
IIASA-WiC POP 2023,SSP4,Aruba,Population,million,2020,0.106664,ABW
IIASA-WiC POP 2023,SSP4,Aruba,Population,million,2025,0.1088,ABW
IIASA-WiC POP 2023,SSP4,Aruba,Population,million,2030,0.111292,ABW
IIASA-WiC POP 2023,SSP4,Aruba,Population,million,2035,0.113886,ABW
IIASA-WiC POP 2023,SSP4,Aruba,Population,million,2040,0.11668200000000001,ABW
IIASA-WiC POP 2023,SSP4,Aruba,Population,million,2045,0.11938700000000001,ABW
IIASA-WiC POP 2023,SSP4,Aruba,Population,million,2050,0.121992,ABW
IIASA-WiC POP 2023,SSP4,Aruba,Population,million,2055,0.12482299999999999,ABW
IIASA-WiC POP 2023,SSP4,Aruba,Population,million,2060,0.128298,ABW
IIASA-WiC POP 2023,SSP4,Aruba,Population,million,2065,0.132045,ABW
IIASA-WiC POP 2023,SSP4,Aruba,Population,million,2070,0.13593100000000002,ABW
IIASA-WiC POP 2023,SSP4,Aruba,Population,million,2075,0.1397,ABW
IIASA-WiC POP 2023,SSP4,Aruba,Population,million,2080,0.143029,ABW
IIASA-WiC POP 2023,SSP4,Aruba,Population,million,2085,0.145848,ABW
IIASA-WiC POP 2023,SSP4,Aruba,Population,million,2090,0.148131,ABW
IIASA-WiC POP 2023,SSP4,Aruba,Population,million,2095,0.14992,ABW
IIASA-WiC POP 2023,SSP4,Aruba,Population,million,2100,0.15127000000000002,ABW
IIASA-WiC POP 2023,SSP4,Australia,Population,million,2020,25.544183,AUS
IIASA-WiC POP 2023,SSP4,Australia,Population,million,2025,26.559258999999997,AUS
IIASA-WiC POP 2023,SSP4,Australia,Population,million,2030,27.399119,AUS
IIASA-WiC POP 2023,SSP4,Australia,Population,million,2035,28.105856,AUS
IIASA-WiC POP 2023,SSP4,Australia,Population,million,2040,28.688735,AUS
IIASA-WiC POP 2023,SSP4,Australia,Population,million,2045,29.228947,AUS
IIASA-WiC POP 2023,SSP4,Australia,Population,million,2050,29.74125,AUS
IIASA-WiC POP 2023,SSP4,Australia,Population,million,2055,30.167429,AUS
IIASA-WiC POP 2023,SSP4,Australia,Population,million,2060,30.500504,AUS
IIASA-WiC POP 2023,SSP4,Australia,Population,million,2065,30.701802999999998,AUS
IIASA-WiC POP 2023,SSP4,Australia,Population,million,2070,30.779173999999998,AUS
IIASA-WiC POP 2023,SSP4,Australia,Population,million,2075,30.732357,AUS
IIASA-WiC POP 2023,SSP4,Australia,Population,million,2080,30.547365000000003,AUS
IIASA-WiC POP 2023,SSP4,Australia,Population,million,2085,30.198102,AUS
IIASA-WiC POP 2023,SSP4,Australia,Population,million,2090,29.682284,AUS
IIASA-WiC POP 2023,SSP4,Australia,Population,million,2095,29.021841000000002,AUS
IIASA-WiC POP 2023,SSP4,Australia,Population,million,2100,28.24046,AUS
IIASA-WiC POP 2023,SSP4,Austria,Population,million,2020,8.901099999999989,AUT
IIASA-WiC POP 2023,SSP4,Austria,Population,million,2025,9.111051999999999,AUT
IIASA-WiC POP 2023,SSP4,Austria,Population,million,2030,9.134481,AUT
IIASA-WiC POP 2023,SSP4,Austria,Population,million,2035,9.126316999999998,AUT
IIASA-WiC POP 2023,SSP4,Austria,Population,million,2040,9.092885,AUT
IIASA-WiC POP 2023,SSP4,Austria,Population,million,2045,9.05583,AUT
IIASA-WiC POP 2023,SSP4,Austria,Population,million,2050,9.005553000000011,AUT
IIASA-WiC POP 2023,SSP4,Austria,Population,million,2055,8.926334,AUT
IIASA-WiC POP 2023,SSP4,Austria,Population,million,2060,8.820578,AUT
IIASA-WiC POP 2023,SSP4,Austria,Population,million,2065,8.69188500000001,AUT
IIASA-WiC POP 2023,SSP4,Austria,Population,million,2070,8.55438600000001,AUT
IIASA-WiC POP 2023,SSP4,Austria,Population,million,2075,8.404519,AUT
IIASA-WiC POP 2023,SSP4,Austria,Population,million,2080,8.22797200000001,AUT
IIASA-WiC POP 2023,SSP4,Austria,Population,million,2085,8.017862000000001,AUT
IIASA-WiC POP 2023,SSP4,Austria,Population,million,2090,7.77917500000001,AUT
IIASA-WiC POP 2023,SSP4,Austria,Population,million,2095,7.51951300000001,AUT
IIASA-WiC POP 2023,SSP4,Austria,Population,million,2100,7.2430959999999995,AUT
IIASA-WiC POP 2023,SSP4,Azerbaijan,Population,million,2020,10.273527,AZE
IIASA-WiC POP 2023,SSP4,Azerbaijan,Population,million,2025,10.496825000000001,AZE
IIASA-WiC POP 2023,SSP4,Azerbaijan,Population,million,2030,10.673604,AZE
IIASA-WiC POP 2023,SSP4,Azerbaijan,Population,million,2035,10.795518,AZE
IIASA-WiC POP 2023,SSP4,Azerbaijan,Population,million,2040,10.832251,AZE
IIASA-WiC POP 2023,SSP4,Azerbaijan,Population,million,2045,10.778915000000001,AZE
IIASA-WiC POP 2023,SSP4,Azerbaijan,Population,million,2050,10.640727,AZE
IIASA-WiC POP 2023,SSP4,Azerbaijan,Population,million,2055,10.440398,AZE
IIASA-WiC POP 2023,SSP4,Azerbaijan,Population,million,2060,10.199033,AZE
IIASA-WiC POP 2023,SSP4,Azerbaijan,Population,million,2065,9.924645,AZE
IIASA-WiC POP 2023,SSP4,Azerbaijan,Population,million,2070,9.614276,AZE
IIASA-WiC POP 2023,SSP4,Azerbaijan,Population,million,2075,9.268788,AZE
IIASA-WiC POP 2023,SSP4,Azerbaijan,Population,million,2080,8.893844,AZE
IIASA-WiC POP 2023,SSP4,Azerbaijan,Population,million,2085,8.506117000000009,AZE
IIASA-WiC POP 2023,SSP4,Azerbaijan,Population,million,2090,8.115205,AZE
IIASA-WiC POP 2023,SSP4,Azerbaijan,Population,million,2095,7.723618,AZE
IIASA-WiC POP 2023,SSP4,Azerbaijan,Population,million,2100,7.322466,AZE
IIASA-WiC POP 2023,SSP4,Bahamas,Population,million,2020,0.405784,BHS
IIASA-WiC POP 2023,SSP4,Bahamas,Population,million,2025,0.415502,BHS
IIASA-WiC POP 2023,SSP4,Bahamas,Population,million,2030,0.426904,BHS
IIASA-WiC POP 2023,SSP4,Bahamas,Population,million,2035,0.438031,BHS
IIASA-WiC POP 2023,SSP4,Bahamas,Population,million,2040,0.44763400000000003,BHS
IIASA-WiC POP 2023,SSP4,Bahamas,Population,million,2045,0.45455,BHS
IIASA-WiC POP 2023,SSP4,Bahamas,Population,million,2050,0.459538,BHS
IIASA-WiC POP 2023,SSP4,Bahamas,Population,million,2055,0.463274,BHS
IIASA-WiC POP 2023,SSP4,Bahamas,Population,million,2060,0.466431,BHS
IIASA-WiC POP 2023,SSP4,Bahamas,Population,million,2065,0.469011,BHS
IIASA-WiC POP 2023,SSP4,Bahamas,Population,million,2070,0.471412,BHS
IIASA-WiC POP 2023,SSP4,Bahamas,Population,million,2075,0.473531,BHS
IIASA-WiC POP 2023,SSP4,Bahamas,Population,million,2080,0.475026,BHS
IIASA-WiC POP 2023,SSP4,Bahamas,Population,million,2085,0.47587,BHS
IIASA-WiC POP 2023,SSP4,Bahamas,Population,million,2090,0.47628,BHS
IIASA-WiC POP 2023,SSP4,Bahamas,Population,million,2095,0.47676100000000005,BHS
IIASA-WiC POP 2023,SSP4,Bahamas,Population,million,2100,0.47762400000000005,BHS
IIASA-WiC POP 2023,SSP4,Bahrain,Population,million,2020,1.494028,BHR
IIASA-WiC POP 2023,SSP4,Bahrain,Population,million,2025,1.624196,BHR
IIASA-WiC POP 2023,SSP4,Bahrain,Population,million,2030,1.752134,BHR
IIASA-WiC POP 2023,SSP4,Bahrain,Population,million,2035,1.8758350000000001,BHR
IIASA-WiC POP 2023,SSP4,Bahrain,Population,million,2040,1.997321,BHR
IIASA-WiC POP 2023,SSP4,Bahrain,Population,million,2045,2.10985,BHR
IIASA-WiC POP 2023,SSP4,Bahrain,Population,million,2050,2.2113180000000003,BHR
IIASA-WiC POP 2023,SSP4,Bahrain,Population,million,2055,2.2969470000000003,BHR
IIASA-WiC POP 2023,SSP4,Bahrain,Population,million,2060,2.3666869999999998,BHR
IIASA-WiC POP 2023,SSP4,Bahrain,Population,million,2065,2.41356400000001,BHR
IIASA-WiC POP 2023,SSP4,Bahrain,Population,million,2070,2.4414140000000004,BHR
IIASA-WiC POP 2023,SSP4,Bahrain,Population,million,2075,2.456632,BHR
IIASA-WiC POP 2023,SSP4,Bahrain,Population,million,2080,2.466594,BHR
IIASA-WiC POP 2023,SSP4,Bahrain,Population,million,2085,2.477862,BHR
IIASA-WiC POP 2023,SSP4,Bahrain,Population,million,2090,2.490201,BHR
IIASA-WiC POP 2023,SSP4,Bahrain,Population,million,2095,2.4978339999999997,BHR
IIASA-WiC POP 2023,SSP4,Bahrain,Population,million,2100,2.494962,BHR
IIASA-WiC POP 2023,SSP4,Bangladesh,Population,million,2020,166.42699100000002,BGD
IIASA-WiC POP 2023,SSP4,Bangladesh,Population,million,2025,175.53052,BGD
IIASA-WiC POP 2023,SSP4,Bangladesh,Population,million,2030,184.465201,BGD
IIASA-WiC POP 2023,SSP4,Bangladesh,Population,million,2035,192.076296,BGD
IIASA-WiC POP 2023,SSP4,Bangladesh,Population,million,2040,198.39496499999998,BGD
IIASA-WiC POP 2023,SSP4,Bangladesh,Population,million,2045,203.195892,BGD
IIASA-WiC POP 2023,SSP4,Bangladesh,Population,million,2050,206.868704,BGD
IIASA-WiC POP 2023,SSP4,Bangladesh,Population,million,2055,209.71420600000002,BGD
IIASA-WiC POP 2023,SSP4,Bangladesh,Population,million,2060,211.655548,BGD
IIASA-WiC POP 2023,SSP4,Bangladesh,Population,million,2065,212.618136,BGD
IIASA-WiC POP 2023,SSP4,Bangladesh,Population,million,2070,212.695956,BGD
IIASA-WiC POP 2023,SSP4,Bangladesh,Population,million,2075,212.138128,BGD
IIASA-WiC POP 2023,SSP4,Bangladesh,Population,million,2080,211.237892,BGD
IIASA-WiC POP 2023,SSP4,Bangladesh,Population,million,2085,210.146162,BGD
IIASA-WiC POP 2023,SSP4,Bangladesh,Population,million,2090,208.975158,BGD
IIASA-WiC POP 2023,SSP4,Bangladesh,Population,million,2095,207.912132,BGD
IIASA-WiC POP 2023,SSP4,Bangladesh,Population,million,2100,207.332615,BGD
IIASA-WiC POP 2023,SSP4,Barbados,Population,million,2020,0.280426,BRB
IIASA-WiC POP 2023,SSP4,Barbados,Population,million,2025,0.282601,BRB
IIASA-WiC POP 2023,SSP4,Barbados,Population,million,2030,0.284883,BRB
IIASA-WiC POP 2023,SSP4,Barbados,Population,million,2035,0.28674900000000003,BRB
IIASA-WiC POP 2023,SSP4,Barbados,Population,million,2040,0.28780500000000003,BRB
IIASA-WiC POP 2023,SSP4,Barbados,Population,million,2045,0.287779,BRB
IIASA-WiC POP 2023,SSP4,Barbados,Population,million,2050,0.287189,BRB
IIASA-WiC POP 2023,SSP4,Barbados,Population,million,2055,0.287009,BRB
IIASA-WiC POP 2023,SSP4,Barbados,Population,million,2060,0.28804,BRB
IIASA-WiC POP 2023,SSP4,Barbados,Population,million,2065,0.290089,BRB
IIASA-WiC POP 2023,SSP4,Barbados,Population,million,2070,0.292839,BRB
IIASA-WiC POP 2023,SSP4,Barbados,Population,million,2075,0.29585300000000003,BRB
IIASA-WiC POP 2023,SSP4,Barbados,Population,million,2080,0.298971,BRB
IIASA-WiC POP 2023,SSP4,Barbados,Population,million,2085,0.30206299999999997,BRB
IIASA-WiC POP 2023,SSP4,Barbados,Population,million,2090,0.305342,BRB
IIASA-WiC POP 2023,SSP4,Barbados,Population,million,2095,0.30875,BRB
IIASA-WiC POP 2023,SSP4,Barbados,Population,million,2100,0.312204,BRB
IIASA-WiC POP 2023,SSP4,Belarus,Population,million,2020,9.661039,BLR
IIASA-WiC POP 2023,SSP4,Belarus,Population,million,2025,9.405085,BLR
IIASA-WiC POP 2023,SSP4,Belarus,Population,million,2030,9.192182,BLR
IIASA-WiC POP 2023,SSP4,Belarus,Population,million,2035,8.971617000000009,BLR
IIASA-WiC POP 2023,SSP4,Belarus,Population,million,2040,8.747686999999999,BLR
IIASA-WiC POP 2023,SSP4,Belarus,Population,million,2045,8.534671,BLR
IIASA-WiC POP 2023,SSP4,Belarus,Population,million,2050,8.322168,BLR
IIASA-WiC POP 2023,SSP4,Belarus,Population,million,2055,8.099260000000001,BLR
IIASA-WiC POP 2023,SSP4,Belarus,Population,million,2060,7.867334,BLR
IIASA-WiC POP 2023,SSP4,Belarus,Population,million,2065,7.626405,BLR
IIASA-WiC POP 2023,SSP4,Belarus,Population,million,2070,7.3789620000000005,BLR
IIASA-WiC POP 2023,SSP4,Belarus,Population,million,2075,7.1263760000000005,BLR
IIASA-WiC POP 2023,SSP4,Belarus,Population,million,2080,6.869746,BLR
IIASA-WiC POP 2023,SSP4,Belarus,Population,million,2085,6.613197,BLR
IIASA-WiC POP 2023,SSP4,Belarus,Population,million,2090,6.359764,BLR
IIASA-WiC POP 2023,SSP4,Belarus,Population,million,2095,6.105046000000001,BLR
IIASA-WiC POP 2023,SSP4,Belarus,Population,million,2100,5.837068,BLR
IIASA-WiC POP 2023,SSP4,Belgium,Population,million,2020,11.54127,BEL
IIASA-WiC POP 2023,SSP4,Belgium,Population,million,2025,11.737962,BEL
IIASA-WiC POP 2023,SSP4,Belgium,Population,million,2030,11.802978,BEL
IIASA-WiC POP 2023,SSP4,Belgium,Population,million,2035,11.848195,BEL
IIASA-WiC POP 2023,SSP4,Belgium,Population,million,2040,11.870682,BEL
IIASA-WiC POP 2023,SSP4,Belgium,Population,million,2045,11.883049000000002,BEL
IIASA-WiC POP 2023,SSP4,Belgium,Population,million,2050,11.880662000000001,BEL
IIASA-WiC POP 2023,SSP4,Belgium,Population,million,2055,11.838935,BEL
IIASA-WiC POP 2023,SSP4,Belgium,Population,million,2060,11.765759,BEL
IIASA-WiC POP 2023,SSP4,Belgium,Population,million,2065,11.664357,BEL
IIASA-WiC POP 2023,SSP4,Belgium,Population,million,2070,11.542672,BEL
IIASA-WiC POP 2023,SSP4,Belgium,Population,million,2075,11.400266,BEL
IIASA-WiC POP 2023,SSP4,Belgium,Population,million,2080,11.225635,BEL
IIASA-WiC POP 2023,SSP4,Belgium,Population,million,2085,11.009049999999998,BEL
IIASA-WiC POP 2023,SSP4,Belgium,Population,million,2090,10.748432000000001,BEL
IIASA-WiC POP 2023,SSP4,Belgium,Population,million,2095,10.448313,BEL
IIASA-WiC POP 2023,SSP4,Belgium,Population,million,2100,10.111083,BEL
IIASA-WiC POP 2023,SSP4,Belize,Population,million,2020,0.392424,BLZ
IIASA-WiC POP 2023,SSP4,Belize,Population,million,2025,0.423846,BLZ
IIASA-WiC POP 2023,SSP4,Belize,Population,million,2030,0.458383,BLZ
IIASA-WiC POP 2023,SSP4,Belize,Population,million,2035,0.49165800000000004,BLZ
IIASA-WiC POP 2023,SSP4,Belize,Population,million,2040,0.522706,BLZ
IIASA-WiC POP 2023,SSP4,Belize,Population,million,2045,0.551100999999999,BLZ
IIASA-WiC POP 2023,SSP4,Belize,Population,million,2050,0.5783400000000001,BLZ
IIASA-WiC POP 2023,SSP4,Belize,Population,million,2055,0.6048289999999991,BLZ
IIASA-WiC POP 2023,SSP4,Belize,Population,million,2060,0.630535,BLZ
IIASA-WiC POP 2023,SSP4,Belize,Population,million,2065,0.654273,BLZ
IIASA-WiC POP 2023,SSP4,Belize,Population,million,2070,0.6758339999999999,BLZ
IIASA-WiC POP 2023,SSP4,Belize,Population,million,2075,0.6950170000000001,BLZ
IIASA-WiC POP 2023,SSP4,Belize,Population,million,2080,0.7124400000000001,BLZ
IIASA-WiC POP 2023,SSP4,Belize,Population,million,2085,0.728585,BLZ
IIASA-WiC POP 2023,SSP4,Belize,Population,million,2090,0.743874,BLZ
IIASA-WiC POP 2023,SSP4,Belize,Population,million,2095,0.758591,BLZ
IIASA-WiC POP 2023,SSP4,Belize,Population,million,2100,0.772702,BLZ
IIASA-WiC POP 2023,SSP4,Benin,Population,million,2020,12.466822,BEN
IIASA-WiC POP 2023,SSP4,Benin,Population,million,2025,14.28294,BEN
IIASA-WiC POP 2023,SSP4,Benin,Population,million,2030,16.423244999999998,BEN
IIASA-WiC POP 2023,SSP4,Benin,Population,million,2035,18.775049,BEN
IIASA-WiC POP 2023,SSP4,Benin,Population,million,2040,21.323307,BEN
IIASA-WiC POP 2023,SSP4,Benin,Population,million,2045,23.926963,BEN
IIASA-WiC POP 2023,SSP4,Benin,Population,million,2050,26.597932,BEN
IIASA-WiC POP 2023,SSP4,Benin,Population,million,2055,29.332606,BEN
IIASA-WiC POP 2023,SSP4,Benin,Population,million,2060,32.098048,BEN
IIASA-WiC POP 2023,SSP4,Benin,Population,million,2065,34.8984629999999,BEN
IIASA-WiC POP 2023,SSP4,Benin,Population,million,2070,37.605843,BEN
IIASA-WiC POP 2023,SSP4,Benin,Population,million,2075,40.208934999999904,BEN
IIASA-WiC POP 2023,SSP4,Benin,Population,million,2080,42.582991,BEN
IIASA-WiC POP 2023,SSP4,Benin,Population,million,2085,44.784364000000004,BEN
IIASA-WiC POP 2023,SSP4,Benin,Population,million,2090,46.785462,BEN
IIASA-WiC POP 2023,SSP4,Benin,Population,million,2095,48.658203,BEN
IIASA-WiC POP 2023,SSP4,Benin,Population,million,2100,50.434423,BEN
IIASA-WiC POP 2023,SSP4,Bhutan,Population,million,2020,0.7700009999999999,BTN
IIASA-WiC POP 2023,SSP4,Bhutan,Population,million,2025,0.797744,BTN
IIASA-WiC POP 2023,SSP4,Bhutan,Population,million,2030,0.826772999999999,BTN
IIASA-WiC POP 2023,SSP4,Bhutan,Population,million,2035,0.853564,BTN
IIASA-WiC POP 2023,SSP4,Bhutan,Population,million,2040,0.876565999999999,BTN
IIASA-WiC POP 2023,SSP4,Bhutan,Population,million,2045,0.892768,BTN
IIASA-WiC POP 2023,SSP4,Bhutan,Population,million,2050,0.902337000000001,BTN
IIASA-WiC POP 2023,SSP4,Bhutan,Population,million,2055,0.906613,BTN
IIASA-WiC POP 2023,SSP4,Bhutan,Population,million,2060,0.907,BTN
IIASA-WiC POP 2023,SSP4,Bhutan,Population,million,2065,0.902744999999999,BTN
IIASA-WiC POP 2023,SSP4,Bhutan,Population,million,2070,0.8935919999999999,BTN
IIASA-WiC POP 2023,SSP4,Bhutan,Population,million,2075,0.880164,BTN
IIASA-WiC POP 2023,SSP4,Bhutan,Population,million,2080,0.864355999999999,BTN
IIASA-WiC POP 2023,SSP4,Bhutan,Population,million,2085,0.8483959999999999,BTN
IIASA-WiC POP 2023,SSP4,Bhutan,Population,million,2090,0.833785,BTN
IIASA-WiC POP 2023,SSP4,Bhutan,Population,million,2095,0.820773,BTN
IIASA-WiC POP 2023,SSP4,Bhutan,Population,million,2100,0.8089299999999999,BTN
IIASA-WiC POP 2023,SSP4,Bolivia,Population,million,2020,11.862352000000001,BOL
IIASA-WiC POP 2023,SSP4,Bolivia,Population,million,2025,12.620087999999999,BOL
IIASA-WiC POP 2023,SSP4,Bolivia,Population,million,2030,13.56337,BOL
IIASA-WiC POP 2023,SSP4,Bolivia,Population,million,2035,14.527001,BOL
IIASA-WiC POP 2023,SSP4,Bolivia,Population,million,2040,15.451214,BOL
IIASA-WiC POP 2023,SSP4,Bolivia,Population,million,2045,16.286206,BOL
IIASA-WiC POP 2023,SSP4,Bolivia,Population,million,2050,17.005368999999998,BOL
IIASA-WiC POP 2023,SSP4,Bolivia,Population,million,2055,17.613628000000002,BOL
IIASA-WiC POP 2023,SSP4,Bolivia,Population,million,2060,18.162518,BOL
IIASA-WiC POP 2023,SSP4,Bolivia,Population,million,2065,18.676408,BOL
IIASA-WiC POP 2023,SSP4,Bolivia,Population,million,2070,19.155249,BOL
IIASA-WiC POP 2023,SSP4,Bolivia,Population,million,2075,19.593761999999998,BOL
IIASA-WiC POP 2023,SSP4,Bolivia,Population,million,2080,19.973053,BOL
IIASA-WiC POP 2023,SSP4,Bolivia,Population,million,2085,20.311154,BOL
IIASA-WiC POP 2023,SSP4,Bolivia,Population,million,2090,20.634764,BOL
IIASA-WiC POP 2023,SSP4,Bolivia,Population,million,2095,20.965018,BOL
IIASA-WiC POP 2023,SSP4,Bolivia,Population,million,2100,21.298984,BOL
IIASA-WiC POP 2023,SSP4,Bosnia and Herzegovina,Population,million,2020,3.3409769999999996,BIH
IIASA-WiC POP 2023,SSP4,Bosnia and Herzegovina,Population,million,2025,3.181188,BIH
IIASA-WiC POP 2023,SSP4,Bosnia and Herzegovina,Population,million,2030,3.050544,BIH
IIASA-WiC POP 2023,SSP4,Bosnia and Herzegovina,Population,million,2035,2.908727,BIH
IIASA-WiC POP 2023,SSP4,Bosnia and Herzegovina,Population,million,2040,2.759078,BIH
IIASA-WiC POP 2023,SSP4,Bosnia and Herzegovina,Population,million,2045,2.6107739999999997,BIH
IIASA-WiC POP 2023,SSP4,Bosnia and Herzegovina,Population,million,2050,2.4677089999999997,BIH
IIASA-WiC POP 2023,SSP4,Bosnia and Herzegovina,Population,million,2055,2.3321460000000003,BIH
IIASA-WiC POP 2023,SSP4,Bosnia and Herzegovina,Population,million,2060,2.2039020000000002,BIH
IIASA-WiC POP 2023,SSP4,Bosnia and Herzegovina,Population,million,2065,2.085714,BIH
IIASA-WiC POP 2023,SSP4,Bosnia and Herzegovina,Population,million,2070,1.976057,BIH
IIASA-WiC POP 2023,SSP4,Bosnia and Herzegovina,Population,million,2075,1.8733900000000001,BIH
IIASA-WiC POP 2023,SSP4,Bosnia and Herzegovina,Population,million,2080,1.7779310000000002,BIH
IIASA-WiC POP 2023,SSP4,Bosnia and Herzegovina,Population,million,2085,1.6890530000000001,BIH
IIASA-WiC POP 2023,SSP4,Bosnia and Herzegovina,Population,million,2090,1.606305,BIH
IIASA-WiC POP 2023,SSP4,Bosnia and Herzegovina,Population,million,2095,1.528039,BIH
IIASA-WiC POP 2023,SSP4,Bosnia and Herzegovina,Population,million,2100,1.4520920000000002,BIH
IIASA-WiC POP 2023,SSP4,Botswana,Population,million,2020,2.523551,BWA
IIASA-WiC POP 2023,SSP4,Botswana,Population,million,2025,2.7334,BWA
IIASA-WiC POP 2023,SSP4,Botswana,Population,million,2030,2.92734,BWA
IIASA-WiC POP 2023,SSP4,Botswana,Population,million,2035,3.116294,BWA
IIASA-WiC POP 2023,SSP4,Botswana,Population,million,2040,3.296408,BWA
IIASA-WiC POP 2023,SSP4,Botswana,Population,million,2045,3.452862,BWA
IIASA-WiC POP 2023,SSP4,Botswana,Population,million,2050,3.5774540000000004,BWA
IIASA-WiC POP 2023,SSP4,Botswana,Population,million,2055,3.675563,BWA
IIASA-WiC POP 2023,SSP4,Botswana,Population,million,2060,3.760102,BWA
IIASA-WiC POP 2023,SSP4,Botswana,Population,million,2065,3.830939,BWA
IIASA-WiC POP 2023,SSP4,Botswana,Population,million,2070,3.887062,BWA
IIASA-WiC POP 2023,SSP4,Botswana,Population,million,2075,3.928715,BWA
IIASA-WiC POP 2023,SSP4,Botswana,Population,million,2080,3.952879,BWA
IIASA-WiC POP 2023,SSP4,Botswana,Population,million,2085,3.965661,BWA
IIASA-WiC POP 2023,SSP4,Botswana,Population,million,2090,3.965732,BWA
IIASA-WiC POP 2023,SSP4,Botswana,Population,million,2095,3.958147,BWA
IIASA-WiC POP 2023,SSP4,Botswana,Population,million,2100,3.941953,BWA
IIASA-WiC POP 2023,SSP4,Brazil,Population,million,2020,212.564939,BRA
IIASA-WiC POP 2023,SSP4,Brazil,Population,million,2025,217.546263,BRA
IIASA-WiC POP 2023,SSP4,Brazil,Population,million,2030,223.192419,BRA
IIASA-WiC POP 2023,SSP4,Brazil,Population,million,2035,228.207596,BRA
IIASA-WiC POP 2023,SSP4,Brazil,Population,million,2040,232.17153,BRA
IIASA-WiC POP 2023,SSP4,Brazil,Population,million,2045,234.448872,BRA
IIASA-WiC POP 2023,SSP4,Brazil,Population,million,2050,235.567815,BRA
IIASA-WiC POP 2023,SSP4,Brazil,Population,million,2055,235.775365,BRA
IIASA-WiC POP 2023,SSP4,Brazil,Population,million,2060,235.398362,BRA
IIASA-WiC POP 2023,SSP4,Brazil,Population,million,2065,234.47317900000002,BRA
IIASA-WiC POP 2023,SSP4,Brazil,Population,million,2070,233.09939000000003,BRA
IIASA-WiC POP 2023,SSP4,Brazil,Population,million,2075,231.31370199999998,BRA
IIASA-WiC POP 2023,SSP4,Brazil,Population,million,2080,229.331612,BRA
IIASA-WiC POP 2023,SSP4,Brazil,Population,million,2085,227.46160500000002,BRA
IIASA-WiC POP 2023,SSP4,Brazil,Population,million,2090,226.046684,BRA
IIASA-WiC POP 2023,SSP4,Brazil,Population,million,2095,225.266561,BRA
IIASA-WiC POP 2023,SSP4,Brazil,Population,million,2100,225.12601999999998,BRA
IIASA-WiC POP 2023,SSP4,Brunei Darussalam,Population,million,2020,0.439894,BRN
IIASA-WiC POP 2023,SSP4,Brunei Darussalam,Population,million,2025,0.461429,BRN
IIASA-WiC POP 2023,SSP4,Brunei Darussalam,Population,million,2030,0.482648,BRN
IIASA-WiC POP 2023,SSP4,Brunei Darussalam,Population,million,2035,0.502583,BRN
